query_id,rank,doc_id,score
766,3,104857,0.01612903
766,4,2996,0.01612903
766,5,62908,0.01587302
766,6,299591,0.01587302
766,7,76285,0.015625
766,8,350588,0.01538462
766,9,274435,0.01538462
766,10,512947,0.01515152
6562,1,282744,0.01639344
6562,2,473605,0.01639344
6562,3,183880,0.01612903
6562,4,126899,0.01612903
6562,5,263174,0.01587302
6562,6,182443,0.01587302
6562,7,29140,0.015625
6562,8,510485,0.015625
6562,9,13582,0.01538462
6562,10,204677,0.01538462
2076,1,541809,0.03149802
2076,2,325118,0.02991071
2076,3,328073,0.01639344
2076,4,278824,0.01639344
2076,5,527776,0.01612903
2076,6,184646,0.01612903
2076,7,518624,0.01587302
2076,8,7423,0.01538462
2076,9,77214,0.01538462
2076,10,454951,0.01515152
8512,1,66626,0.01639344
8512,2,32811,0.01639344
8512,3,2128,0.01612903
8512,4,469809,0.01612903
8512,5,446226,0.01587302
8512,6,13209,0.01587302
8512,7,569342,0.015625
8512,8,209789,0.015625
8512,9,488737,0.01538462
8512,10,361639,0.01538462
6611,1,293679,0.03154496
6611,2,178438,0.01639344
6611,3,381104,0.01612903
6611,4,198764,0.01612903
6611,5,436120,0.01587302
6611,6,36284,0.01587302
6611,7,57070,0.015625
6611,8,331492,0.015625
6611,9,329425,0.01538462
6611,10,200912,0.01538462
5503,1,319307,0.03131882
5503,2,181360,0.03077652
5503,3,146277,0.01639344
5503,4,387218,0.01612903
5503,5,61623,0.01612903
5503,6,218622,0.01587302
5503,7,565868,0.01587302
5503,8,344186,0.015625
5503,9,256010,0.01538462
5503,10,525959,0.01538462
7109,1,489933,0.03226646
7109,2,565501,0.03177806
7109,3,42620,0.03128055
7109,4,193012,0.03125763
7109,5,140804,0.03055037
7109,6,257185,0.02991071
7109,7,227669,0.02898551
7109,8,221627,0.01612903
7109,9,488285,0.01515152
7109,10,43526,0.01492537
1310,1,101103,0.03278689
1310,2,354883,0.03053613
1310,3,143728,0.01612903
1310,4,565972,0.01612903
1310,5,155624,0.01587302
1310,6,235624,0.01587302
1310,7,84630,0.015625
1310,8,366448,0.015625
1310,9,277500,0.01538462
1310,10,17954,0.01515152
9329,1,334383,0.03149802
9329,2,326991,0.01639344
9329,3,93727,0.01639344
9329,4,453524,0.01612903
9329,5,38545,0.01612903
9329,6,289853,0.01587302
9329,7,192910,0.015625
9329,8,15772,0.01538462
9329,9,49893,0.01538462
9329,10,168642,0.01515152
3254,1,443511,0.03278689
3254,2,355410,0.01612903
3254,3,505763,0.01612903
3254,4,531953,0.01587302
3254,5,548682,0.01587302
3254,6,541032,0.015625
3254,7,134239,0.015625
3254,8,502358,0.01538462
3254,9,75053,0.01538462
3254,10,310489,0.01515152
3771,1,490384,0.03226646
3771,2,521712,0.01639344
3771,3,490113,0.01612903
3771,4,128471,0.01612903
3771,5,24912,0.01587302
3771,6,548340,0.015625
3771,7,306130,0.015625
3771,8,96211,0.01538462
3771,9,495826,0.01538462
3771,10,59994,0.01515152
7911,1,57711,0.03278689
7911,2,582736,0.03174603
7911,3,406872,0.02991071
7911,4,143066,0.01612903
7911,5,131996,0.01612903
7911,6,546115,0.015625
7911,7,36723,0.01538462
7911,8,18950,0.01538462
7911,9,271568,0.01515152
7911,10,127527,0.01515152
6832,1,471782,0.03131882
6832,2,229546,0.03100962
6832,3,45519,0.03079839
6832,4,420587,0.01639344
6832,5,552346,0.01612903
6832,6,272807,0.01612903
6832,7,566392,0.01587302
6832,8,410194,0.015625
6832,9,365462,0.01538462
6832,10,20740,0.01515152
7876,1,80024,0.03278689
7876,2,533779,0.0305789
7876,3,14133,0.02943723
7876,4,161895,0.02898551
7876,5,124368,0.01612903
7876,6,231781,0.01612903
7876,7,444562,0.01587302
7876,8,117576,0.015625
7876,9,198592,0.015625
7876,10,369762,0.01538462
2383,1,17215,0.03226646
2383,2,207437,0.03030999
2383,3,520047,0.01639344
2383,4,10103,0.01612903
2383,5,524134,0.01612903
2383,6,158268,0.01587302
2383,7,46893,0.015625
2383,8,209706,0.015625
2383,9,158431,0.01538462
2383,10,64554,0.01515152
852,1,431735,0.03278689
852,2,237450,0.03225806
852,3,245702,0.03174603
852,4,246996,0.015625
852,5,170628,0.015625
852,6,531288,0.01538462
852,7,377719,0.01538462
852,8,116647,0.01515152
852,9,64213,0.01515152
852,10,573612,0.01492537
6009,1,541730,0.03252247
6009,2,506460,0.03125763
6009,3,228983,0.03030303
6009,4,78816,0.01639344
6009,5,10017,0.01612903
6009,6,569627,0.01587302
6009,7,443804,0.015625
6009,8,198583,0.015625
6009,9,208907,0.01538462
6009,10,273598,0.01492537
4265,1,157553,0.03278689
4265,2,315964,0.01612903
4265,3,431109,0.01612903
4265,4,443188,0.01587302
4265,5,372283,0.01587302
4265,6,532490,0.015625
4265,7,267293,0.015625
4265,8,194784,0.01538462
4265,9,287783,0.01538462
4265,10,52404,0.01515152
2051,1,112223,0.03062179
2051,2,270992,0.01639344
2051,3,341192,0.01639344
2051,4,372677,0.01612903
2051,5,346762,0.01587302
2051,6,135176,0.01587302
2051,7,549364,0.015625
2051,8,367071,0.015625
2051,9,496820,0.01538462
2051,10,484688,0.01538462
3569,1,19853,0.01639344
3569,2,461049,0.01639344
3569,3,304780,0.01612903
3569,4,546646,0.01612903
3569,5,87141,0.01587302
3569,6,77670,0.01587302
3569,7,224102,0.015625
3569,8,540765,0.015625
3569,9,96674,0.01538462
3569,10,43370,0.01538462
5150,1,48404,0.03102453
5150,2,493638,0.01639344
5150,3,296165,0.01639344
5150,4,299840,0.01612903
5150,5,451897,0.01612903
5150,6,428973,0.01587302
5150,7,34108,0.015625
5150,8,350237,0.015625
5150,9,236194,0.01538462
5150,10,140500,0.01538462
6985,1,456436,0.03226646
6985,2,30654,0.0300905
6985,3,548705,0.01639344
6985,4,46774,0.01612903
6985,5,177298,0.01612903
6985,6,295344,0.01587302
6985,7,154667,0.015625
6985,8,328073,0.015625
6985,9,375740,0.01538462
6985,10,122977,0.01515152
6121,1,315275,0.01639344
6121,2,412142,0.01639344
6121,3,67320,0.01612903
6121,4,482638,0.01612903
6121,5,452121,0.01587302
6121,6,2348,0.01587302
6121,7,124180,0.015625
6121,8,39495,0.015625
6121,9,412056,0.01538462
6121,10,521987,0.01538462
9481,1,132760,0.03278689
9481,2,569953,0.03175403
9481,3,402240,0.03125763
9481,4,30417,0.03125763
9481,5,287781,0.01612903
9481,6,242124,0.015625
9481,7,289064,0.01515152
9481,8,424427,0.01515152
9481,9,89297,0.01492537
9481,10,293005,0.01492537
7145,1,205280,0.03278689
7145,2,301580,0.03125763
7145,3,311192,0.01612903
7145,4,416839,0.01612903
7145,5,454596,0.01587302
7145,6,138383,0.015625
7145,7,343040,0.015625
7145,8,379311,0.01538462
7145,9,563728,0.01515152
7145,10,574383,0.01515152
5993,1,94373,0.03154496
5993,2,416796,0.03105441
5993,3,160193,0.02919864
5993,4,274043,0.01639344
5993,5,353911,0.01612903
5993,6,397538,0.01587302
5993,7,544858,0.01587302
5993,8,220241,0.015625
5993,9,362037,0.015625
5993,10,40522,0.01538462
957,1,264075,0.03226646
957,2,4783,0.0298574
957,3,446870,0.01639344
957,4,75195,0.01612903
957,5,591357,0.01612903
957,6,71338,0.01587302
957,7,18647,0.015625
957,8,540334,0.015625
957,9,564475,0.01538462
957,10,436119,0.01538462
3594,1,564957,0.01639344
3594,2,525247,0.01639344
3594,3,113822,0.01612903
3594,4,58597,0.01612903
3594,5,229276,0.01587302
3594,6,532669,0.01587302
3594,7,132288,0.015625
3594,8,246882,0.015625
3594,9,88665,0.01538462
3594,10,119298,0.01538462
3394,1,528034,0.03036577
3394,2,224765,0.01639344
3394,3,445971,0.01639344
3394,4,408524,0.01612903
3394,5,342258,0.01612903
3394,6,493366,0.01587302
3394,7,402046,0.015625
3394,8,358997,0.015625
3394,9,273209,0.01538462
3394,10,383399,0.01538462
2589,1,329028,0.01639344
2589,2,513980,0.01639344
2589,3,450577,0.01612903
2589,4,467141,0.01612903
2589,5,456098,0.01587302
2589,6,361205,0.01587302
2589,7,280530,0.015625
2589,8,468144,0.015625
2589,9,128077,0.01538462
2589,10,43961,0.01538462
3859,1,502242,0.01639344
3859,2,411375,0.01639344
3859,3,300229,0.01612903
3859,4,189587,0.01612903
3859,5,4739,0.01587302
3859,6,131854,0.01587302
3859,7,74393,0.015625
3859,8,502514,0.015625
3859,9,96580,0.01538462
3859,10,378616,0.01538462
4605,1,526384,0.03226646
4605,2,373717,0.03201844
4605,3,354896,0.03125763
4605,4,538582,0.01612903
4605,5,229310,0.01612903
4605,6,313306,0.015625
4605,7,462668,0.01538462
4605,8,218045,0.01515152
4605,9,152446,0.01515152
4605,10,163590,0.01492537
9808,1,27401,0.01639344
9808,2,152719,0.01639344
9808,3,322891,0.01612903
9808,4,326115,0.01612903
9808,5,521529,0.01587302
9808,6,476224,0.01587302
9808,7,229573,0.015625
9808,8,536988,0.015625
9808,9,416307,0.01538462
9808,10,350276,0.01538462
9961,1,104134,0.03201844
9961,2,13275,0.03149802
9961,3,24404,0.02857143
9961,4,550083,0.01639344
9961,5,21311,0.01612903
9961,6,217557,0.01612903
9961,7,529845,0.01587302
9961,8,168890,0.01538462
9961,9,63532,0.01538462
9961,10,217661,0.01515152
9556,1,218670,0.03226646
9556,2,241059,0.03102453
9556,3,37040,0.01639344
9556,4,57520,0.01612903
9556,5,209209,0.01612903
9556,6,291006,0.015625
9556,7,492694,0.015625
9556,8,515579,0.01538462
9556,9,67069,0.01538462
9556,10,307155,0.01515152
2598,1,79469,0.01639344
2598,2,314007,0.01639344
2598,3,245931,0.01612903
2598,4,411021,0.01612903
2598,5,394924,0.01587302
2598,6,429460,0.01587302
2598,7,594655,0.015625
2598,8,380241,0.015625
2598,9,591230,0.01538462
2598,10,376126,0.01538462
10734,1,225718,0.03079839
10734,2,426278,0.01639344
10734,3,263481,0.01639344
10734,4,375748,0.01612903
10734,5,486828,0.01612903
10734,6,175889,0.01587302
10734,7,517201,0.015625
10734,8,582308,0.015625
10734,9,62882,0.01538462
10734,10,589970,0.01538462
2472,1,422484,0.01639344
2472,2,180601,0.01639344
2472,3,62109,0.01612903
2472,4,144922,0.01612903
2472,5,383238,0.01587302
2472,6,233535,0.01587302
2472,7,525967,0.015625
2472,8,161422,0.015625
2472,9,53177,0.01538462
2472,10,50395,0.01538462
1393,1,234436,0.03200205
1393,2,586026,0.03200205
1393,3,139501,0.03076923
1393,4,489898,0.02964427
1393,5,277812,0.02963126
1393,6,578196,0.01639344
1393,7,220022,0.01639344
1393,8,106684,0.015625
1393,9,532932,0.015625
1393,10,513051,0.01515152
776,1,124027,0.03278689
776,2,425387,0.01612903
776,3,184243,0.01612903
776,4,374266,0.01587302
776,5,434869,0.01587302
776,6,41960,0.015625
776,7,417787,0.015625
776,8,418281,0.01538462
776,9,434972,0.01538462
776,10,237338,0.01515152
2857,1,474575,0.01639344
2857,2,501384,0.01639344
2857,3,553277,0.01612903
2857,4,127566,0.01612903
2857,5,198298,0.01587302
2857,6,233732,0.01587302
2857,7,207368,0.015625
2857,8,566074,0.015625
2857,9,516818,0.01538462
2857,10,276778,0.01538462
4500,1,113800,0.03125763
4500,2,218762,0.03055037
4500,3,264396,0.01639344
4500,4,520677,0.01639344
4500,5,461355,0.01612903
4500,6,338962,0.01612903
4500,7,319325,0.01587302
4500,8,100283,0.015625
4500,9,404341,0.01538462
4500,10,153649,0.01515152
475,1,366761,0.03200205
475,2,58611,0.03177806
475,3,504317,0.03067916
475,4,431685,0.03053613
475,5,131483,0.01612903
475,6,71338,0.01587302
475,7,339463,0.015625
475,8,494880,0.015625
475,9,361978,0.01515152
475,10,382908,0.01492537
1783,1,14609,0.03278689
1783,2,421924,0.03033088
1783,3,445298,0.03030999
1783,4,156063,0.01612903
1783,5,281500,0.01612903
1783,6,532259,0.01587302
1783,7,179359,0.01587302
1783,8,306800,0.015625
1783,9,576384,0.01538462
1783,10,72519,0.01515152
3615,1,4181,0.03200205
3615,2,335991,0.01639344
3615,3,13275,0.01639344
3615,4,581973,0.01612903
3615,5,329497,0.01587302
3615,6,344526,0.015625
3615,7,183856,0.015625
3615,8,224434,0.01538462
3615,9,217557,0.01538462
3615,10,577837,0.01515152
5254,1,122260,0.01639344
5254,2,183100,0.01639344
5254,3,144005,0.01612903
5254,4,527519,0.01612903
5254,5,105607,0.01587302
5254,6,276860,0.01587302
5254,7,457873,0.015625
5254,8,550642,0.015625
5254,9,146855,0.01538462
5254,10,18939,0.01538462
5347,1,352930,0.03201844
5347,2,585241,0.03011775
5347,3,519692,0.0298574
5347,4,306600,0.01639344
5347,5,323498,0.01612903
5347,6,223382,0.01612903
5347,7,287857,0.01587302
5347,8,43142,0.01587302
5347,9,145276,0.01538462
5347,10,478426,0.01538462
10526,1,546493,0.03278689
10526,2,298551,0.01612903
10526,3,146125,0.01612903
10526,4,138830,0.01587302
10526,5,177926,0.01587302
10526,6,260153,0.015625
10526,7,251813,0.015625
10526,8,208907,0.01538462
10526,9,9683,0.01538462
10526,10,485973,0.01515152
6792,1,546493,0.01639344
6792,2,296859,0.01639344
6792,3,298551,0.01612903
6792,4,283008,0.01612903
6792,5,100188,0.01587302
6792,6,251813,0.01587302
6792,7,317365,0.015625
6792,8,326724,0.015625
6792,9,67069,0.01538462
6792,10,251100,0.01538462
5090,1,92430,0.01639344
5090,2,12988,0.01639344
5090,3,6339,0.01612903
5090,4,58005,0.01612903
5090,5,287507,0.01587302
5090,6,327700,0.01587302
5090,7,479050,0.015625
5090,8,586289,0.015625
5090,9,167943,0.01538462
5090,10,213328,0.01538462
2486,1,382908,0.01639344
2486,2,487791,0.01639344
2486,3,417295,0.01612903
2486,4,68524,0.01612903
2486,5,586026,0.01587302
2486,6,62882,0.01587302
2486,7,190484,0.015625
2486,8,394871,0.015625
2486,9,296408,0.01538462
2486,10,36608,0.01538462
503,1,307595,0.03030999
503,2,166921,0.01639344
503,3,243357,0.01639344
503,4,400103,0.01612903
503,5,237713,0.01612903
503,6,392681,0.01587302
503,7,449333,0.01587302
503,8,58556,0.015625
503,9,275418,0.015625
503,10,324686,0.01538462
6467,1,88813,0.03201844
6467,2,343977,0.01639344
6467,3,504235,0.01612903
6467,4,236415,0.01612903
6467,5,500856,0.01587302
6467,6,240744,0.01587302
6467,7,228889,0.015625
6467,8,370995,0.01538462
6467,9,168796,0.01538462
6467,10,109455,0.01515152
3909,1,362730,0.03149802
3909,2,227134,0.01639344
3909,3,514003,0.01639344
3909,4,572387,0.01612903
3909,5,551764,0.01612903
3909,6,374400,0.01587302
3909,7,472837,0.015625
3909,8,328499,0.01538462
3909,9,574011,0.01538462
3909,10,475393,0.01515152
6525,1,106541,0.03278689
6525,2,156467,0.03149802
6525,3,550661,0.03041475
6525,4,492503,0.01612903
6525,5,98150,0.01587302
6525,6,53263,0.015625
6525,7,488920,0.01538462
6525,8,378906,0.01538462
6525,9,147002,0.01515152
6525,10,416569,0.01515152
4047,1,417840,0.03278689
4047,2,324779,0.03200205
4047,3,77652,0.03100962
4047,4,170966,0.01612903
4047,5,452175,0.01587302
4047,6,90198,0.015625
4047,7,284165,0.01538462
4047,8,458183,0.01515152
4047,9,492694,0.01515152
4047,10,387411,0.01492537
3759,1,373772,0.01639344
3759,2,170871,0.01639344
3759,3,478914,0.01612903
3759,4,164038,0.01612903
3759,5,384631,0.01587302
3759,6,372743,0.01587302
3759,7,226691,0.015625
3759,8,551986,0.015625
3759,9,153033,0.01538462
3759,10,309650,0.01538462
4484,1,55084,0.02963126
4484,2,288268,0.01639344
4484,3,33990,0.01639344
4484,4,136040,0.01612903
4484,5,164605,0.01612903
4484,6,543776,0.01587302
4484,7,478461,0.01587302
4484,8,481898,0.015625
4484,9,545327,0.015625
4484,10,185656,0.01538462
7329,1,391063,0.03225806
7329,2,215596,0.03201844
7329,3,65900,0.03053613
7329,4,445771,0.03011775
7329,5,118520,0.01639344
7329,6,543312,0.01587302
7329,7,455611,0.01587302
7329,8,535613,0.01538462
7329,9,577062,0.01515152
7329,10,570993,0.01492537
5853,1,284318,0.03079839
5853,2,383682,0.0300905
5853,3,549270,0.01639344
5853,4,263546,0.01639344
5853,5,535581,0.01612903
5853,6,387722,0.01612903
5853,7,476517,0.01587302
5853,8,367960,0.015625
5853,9,404973,0.015625
5853,10,13013,0.01538462
2460,1,351959,0.01639344
2460,2,584337,0.01639344
2460,3,68857,0.01612903
2460,4,549180,0.01612903
2460,5,142660,0.01587302
2460,6,530037,0.01587302
2460,7,506092,0.015625
2460,8,217241,0.015625
2460,9,230906,0.01538462
2460,10,381595,0.01538462
5763,1,38712,0.02987737
5763,2,565868,0.01639344
5763,3,329504,0.01639344
5763,4,215647,0.01612903
5763,5,396540,0.01612903
5763,6,331255,0.01587302
5763,7,218144,0.01587302
5763,8,67379,0.015625
5763,9,89964,0.015625
5763,10,497927,0.01538462
3682,1,35500,0.03174603
3682,2,75686,0.01639344
3682,3,405206,0.01639344
3682,4,188531,0.01612903
3682,5,187568,0.01612903
3682,6,300391,0.015625
3682,7,247313,0.015625
3682,8,110046,0.01538462
3682,9,501984,0.01538462
3682,10,480967,0.01515152
3404,1,218986,0.0305789
3404,2,364463,0.01639344
3404,3,110061,0.01639344
3404,4,484658,0.01612903
3404,5,398273,0.01612903
3404,6,361978,0.01587302
3404,7,197870,0.015625
3404,8,172872,0.015625
3404,9,129606,0.01538462
3404,10,543044,0.01538462
7484,1,444562,0.03201844
7484,2,77016,0.03200205
7484,3,586759,0.03125763
7484,4,527636,0.03100962
7484,5,512947,0.02985075
7484,6,76285,0.01639344
7484,7,99803,0.01612903
7484,8,352415,0.01515152
7484,9,559436,0.01515152
7484,10,456470,0.01470588
6715,1,568526,0.0300905
6715,2,533357,0.01639344
6715,3,476829,0.01639344
6715,4,593760,0.01612903
6715,5,195455,0.01612903
6715,6,268241,0.01587302
6715,7,524513,0.01587302
6715,8,117415,0.015625
6715,9,491644,0.015625
6715,10,212470,0.01538462
1441,1,414940,0.03201844
1441,2,178,0.03200205
1441,3,416727,0.03100962
1441,4,471123,0.03083491
1441,5,106863,0.01639344
1441,6,371251,0.01587302
1441,7,418610,0.01538462
1441,8,56894,0.01515152
1441,9,343120,0.01515152
1441,10,232932,0.01492537
6683,1,243115,0.01639344
6683,2,480748,0.01639344
6683,3,415718,0.01612903
6683,4,188776,0.01612903
6683,5,445943,0.01587302
6683,6,121490,0.01587302
6683,7,543589,0.015625
6683,8,378825,0.015625
6683,9,389329,0.01538462
6683,10,400614,0.01538462
7221,1,478539,0.03154496
7221,2,140266,0.01639344
7221,3,305117,0.01612903
7221,4,169076,0.01612903
7221,5,593521,0.01587302
7221,6,499766,0.01587302
7221,7,297231,0.015625
7221,8,190619,0.015625
7221,9,325374,0.01538462
7221,10,250944,0.01538462
8351,1,433069,0.03067916
8351,2,235029,0.01639344
8351,3,596567,0.01612903
8351,4,272754,0.01612903
8351,5,45674,0.01587302
8351,6,141213,0.01587302
8351,7,543811,0.015625
8351,8,389501,0.015625
8351,9,273142,0.01538462
8351,10,300139,0.01538462
7080,1,517577,0.03200205
7080,2,161155,0.03149802
7080,3,151037,0.03055037
7080,4,177798,0.02941813
7080,5,113948,0.01639344
7080,6,596518,0.01639344
7080,7,132111,0.01612903
7080,8,436530,0.01538462
7080,9,187761,0.01538462
7080,10,195767,0.01515152
15,1,420483,0.03226646
15,2,224000,0.03151365
15,3,204288,0.0298574
15,4,325273,0.01639344
15,5,321826,0.01612903
15,6,454734,0.01587302
15,7,28974,0.015625
15,8,131502,0.015625
15,9,229251,0.01538462
15,10,176626,0.01515152
2118,1,409562,0.03102453
2118,2,150543,0.01639344
2118,3,179245,0.01639344
2118,4,195315,0.01612903
2118,5,203231,0.01612903
2118,6,1982,0.01587302
2118,7,567891,0.015625
2118,8,323676,0.015625
2118,9,304007,0.01538462
2118,10,278405,0.01538462
10994,1,486974,0.03278689
10994,2,403701,0.03225806
10994,3,345400,0.01587302
10994,4,385874,0.01587302
10994,5,583203,0.015625
10994,6,110343,0.015625
10994,7,521489,0.01538462
10994,8,350260,0.01538462
10994,9,522759,0.01515152
10994,10,429927,0.01515152
603,1,86952,0.02987737
603,2,310056,0.01639344
603,3,456440,0.01639344
603,4,95869,0.01612903
603,5,61014,0.01612903
603,6,91982,0.01587302
603,7,567424,0.01587302
603,8,64103,0.015625
603,9,23551,0.015625
603,10,146351,0.01538462
2183,1,88196,0.01639344
2183,2,18749,0.01639344
2183,3,167492,0.01612903
2183,4,363831,0.01612903
2183,5,132678,0.01587302
2183,6,498146,0.01587302
2183,7,172567,0.015625
2183,8,24344,0.015625
2183,9,52441,0.01538462
2183,10,236289,0.01538462
932,1,187706,0.03131882
932,2,385221,0.03055037
932,3,387010,0.01639344
932,4,457455,0.01612903
932,5,254106,0.01612903
932,6,326717,0.01587302
932,7,185384,0.01587302
932,8,332314,0.015625
932,9,588327,0.01538462
932,10,319965,0.01538462
7509,1,576890,0.01639344
7509,2,568130,0.01639344
7509,3,467926,0.01612903
7509,4,488015,0.01612903
7509,5,375671,0.01587302
7509,6,363753,0.01587302
7509,7,195156,0.015625
7509,8,322591,0.015625
7509,9,413856,0.01538462
7509,10,172913,0.01538462
10979,1,362762,0.03201844
10979,2,298833,0.03125763
10979,3,121158,0.03100962
10979,4,422922,0.01639344
10979,5,533408,0.01612903
10979,6,503505,0.01612903
10979,7,450067,0.01587302
10979,8,493012,0.01515152
10979,9,158915,0.01515152
10979,10,497928,0.01492537
6133,1,7733,0.03252247
6133,2,581672,0.03149802
6133,3,92616,0.01639344
6133,4,575408,0.01612903
6133,5,78769,0.01587302
6133,6,177559,0.015625
6133,7,46291,0.01538462
6133,8,358492,0.01538462
6133,9,566111,0.01515152
6133,10,39345,0.01515152
9633,1,162884,0.01639344
9633,2,501189,0.01639344
9633,3,415121,0.01612903
9633,4,353048,0.01612903
9633,5,129396,0.01587302
9633,6,122958,0.01587302
9633,7,556831,0.015625
9633,8,534418,0.015625
9633,9,379546,0.01538462
9633,10,96017,0.01538462
4767,1,420018,0.03278689
4767,2,306834,0.03225806
4767,3,388899,0.01587302
4767,4,56867,0.01587302
4767,5,408932,0.015625
4767,6,429153,0.015625
4767,7,536059,0.01538462
4767,8,395590,0.01538462
4767,9,484979,0.01515152
4767,10,147437,0.01515152
594,1,377322,0.03278689
594,2,97837,0.03125763
594,3,64881,0.01612903
594,4,11148,0.01612903
594,5,579110,0.01587302
594,6,314898,0.015625
594,7,288926,0.015625
594,8,339106,0.01538462
594,9,548596,0.01515152
594,10,426506,0.01515152
90,1,170933,0.02964427
90,2,154931,0.01639344
90,3,80866,0.01639344
90,4,482165,0.01612903
90,5,31793,0.01612903
90,6,248629,0.01587302
90,7,220022,0.01587302
90,8,370542,0.015625
90,9,11569,0.015625
90,10,509111,0.01538462
3453,1,418626,0.03149802
3453,2,48691,0.03149802
3453,3,233635,0.03067916
3453,4,550440,0.02985075
3453,5,587111,0.01639344
3453,6,414088,0.01612903
3453,7,289073,0.01612903
3453,8,46642,0.01538462
3453,9,113018,0.01538462
3453,10,154611,0.01515152
5620,1,260580,0.02963126
5620,2,91986,0.01639344
5620,3,5860,0.01639344
5620,4,90632,0.01612903
5620,5,551747,0.01612903
5620,6,312349,0.01587302
5620,7,338352,0.01587302
5620,8,581889,0.015625
5620,9,488379,0.015625
5620,10,531137,0.01538462
9391,1,535518,0.03278689
9391,2,494653,0.03055037
9391,3,107424,0.01612903
9391,4,136515,0.01612903
9391,5,225235,0.01587302
9391,6,283202,0.01587302
9391,7,577832,0.015625
9391,8,273575,0.01538462
9391,9,171669,0.01538462
9391,10,160786,0.01515152
3369,1,341493,0.03225806
3369,2,296405,0.03102453
3369,3,422979,0.01639344
3369,4,443002,0.01639344
3369,5,18485,0.01587302
3369,6,69774,0.015625
3369,7,1366,0.015625
3369,8,171196,0.01538462
3369,9,519750,0.01538462
3369,10,240373,0.01515152
6612,1,312166,0.01639344
6612,2,285525,0.01639344
6612,3,204295,0.01612903
6612,4,559539,0.01612903
6612,5,373554,0.01587302
6612,6,554522,0.01587302
6612,7,232262,0.015625
6612,8,540811,0.015625
6612,9,1472,0.01538462
6612,10,271591,0.01538462
3735,1,35102,0.03125763
3735,2,370161,0.03083491
3735,3,537153,0.0300905
3735,4,68853,0.02941813
3735,5,5573,0.01639344
3735,6,565909,0.01639344
3735,7,32290,0.01612903
3735,8,549422,0.01587302
3735,9,346358,0.015625
3735,10,209359,0.015625
1994,1,231990,0.03154496
1994,2,434846,0.03109932
1994,3,544381,0.03036577
1994,4,457615,0.01612903
1994,5,47216,0.01612903
1994,6,291847,0.01587302
1994,7,562776,0.015625
1994,8,192843,0.015625
1994,9,264068,0.01538462
