query_id,rank,doc_id,score
5653,1,588247,44.4772
5653,2,92201,34.6118
5653,3,169074,32.7695
5653,4,33155,32.7551
5653,5,530114,32.5707
5653,6,282947,32.5407
5653,7,118270,32.3048
5653,8,161230,32.0317
5653,9,333623,31.9802
5653,10,106327,31.6084
10827,1,538238,37.9356
10827,2,555377,36.8142
10827,3,436930,33.7652
10827,4,497561,33.2597
10827,5,534725,33.2018
10827,6,52970,32.527
10827,7,430931,32.2129
10827,8,391896,32.0284
10827,9,101490,31.981
10827,10,509772,31.7175
9771,1,370632,26.9444
9771,2,280626,25.3566
9771,3,41780,25.2343
9771,4,132193,24.8895
9771,5,440482,24.8478
9771,6,38287,24.6195
9771,7,174016,24.3927
9771,8,60960,24.1746
9771,9,93519,24.0415
9771,10,510615,24.0232
7105,1,394702,38.8545
7105,2,307380,37.639
7105,3,496096,35.7294
7105,4,198465,34.8977
7105,5,401952,34.8105
7105,6,384371,34.2872
7105,7,72652,33.9586
7105,8,381104,32.8174
7105,9,557249,32.7812
7105,10,549181,32.149
9332,1,58875,35.148
9332,2,157729,33.8834
9332,3,184042,33.6157
9332,4,178521,30.9471
9332,5,173088,30.8659
9332,6,535187,30.3652
9332,7,238360,30.0861
9332,8,326257,29.4305
9332,9,270992,29.0691
9332,10,135405,28.9884
3724,1,53028,30.4627
3724,2,488673,30.3465
3724,3,340624,30.0276
3724,4,159921,29.9955
3724,5,411910,29.9537
3724,6,480036,29.8862
3724,7,43573,29.8175
3724,8,448358,27.9299
3724,9,163865,27.7175
3724,10,483695,27.3444
5853,1,549270,29.9474
5853,2,535581,28.5634
5853,3,476517,27.2944
5853,4,367960,27.0848
5853,5,13013,27.0337
5853,6,161445,26.779
5853,7,284318,26.6202
5853,8,383682,25.9698
5853,9,336218,25.6935
5853,10,278453,25.5768
6832,1,420587,22.1793
6832,2,552346,21.3597
6832,3,45519,20.9861
6832,4,410194,18.5364
6832,5,229546,17.6583
6832,6,20740,17.3436
6832,7,471782,17.3229
6832,8,556493,17.1998
6832,9,285590,17.029
6832,10,495022,16.219
6807,1,194363,31.7521
6807,2,332567,31.3645
6807,3,478291,28.6812
6807,4,420267,28.0756
6807,5,559168,27.9091
6807,6,83587,27.8109
6807,7,542764,27.7705
6807,8,459351,27.4565
6807,9,509879,27.4357
6807,10,408610,27.193
570,1,79375,26.021
570,2,15841,25.165
570,3,346387,24.1358
570,4,242529,23.9249
570,5,289064,23.4257
570,6,117845,23.3876
570,7,396968,22.7075
570,8,322219,22.3457
570,9,150883,22.1173
570,10,168890,21.5582
7279,1,19618,52.9962
7279,2,407259,51.0025
7279,3,213373,50.0682
7279,4,575046,49.724
7279,5,66119,47.3663
7279,6,135220,46.837
7279,7,110729,46.2237
7279,8,466950,45.9995
7279,9,185983,45.6324
7279,10,83860,45.4609
594,1,377322,32.5884
594,2,64881,28.1031
594,3,579110,27.3295
594,4,314898,26.714
594,5,97837,23.972
594,6,548596,23.4762
594,7,591558,21.6806
594,8,38863,21.4713
594,9,349536,20.815
594,10,341148,20.4514
10122,1,144261,17.437
10122,2,286227,15.2535
10122,3,146181,14.8302
10122,4,122222,14.6165
10122,5,160170,13.9071
10122,6,170147,13.5365
10122,7,323916,13.0243
10122,8,187124,13.0153
10122,9,387723,12.8315
10122,10,15169,12.6953
3091,1,559370,31.1235
3091,2,187739,29.6894
3091,3,278801,28.7304
3091,4,232262,28.5538
3091,5,12329,28.4346
3091,6,487849,28.413
3091,7,212563,28.4078
3091,8,47565,28.2941
3091,9,147439,28.1435
3091,10,426215,28.0671
904,1,460325,42.7246
904,2,415514,41.2
904,3,85229,40.3541
904,4,574941,39.5311
904,5,558088,38.972
904,6,131395,38.9509
904,7,138849,38.8979
904,8,423438,38.7145
904,9,92397,38.5082
904,10,547301,38.0309
4037,1,273071,30.7273
4037,2,557186,27.8316
4037,3,347137,24.088
4037,4,562777,23.9341
4037,5,244555,23.114
4037,6,123384,22.9829
4037,7,355415,22.9259
4037,8,202224,22.6674
4037,9,38611,22.3183
4037,10,284920,22.3099
8537,1,100628,13.7949
8537,2,547460,13.6764
8537,3,596567,13.5327
8537,4,376136,13.2896
8537,5,72024,13.068
8537,6,236507,12.9784
8537,7,277311,12.8559
8537,8,411143,12.6127
8537,9,240562,12.4577
8537,10,177903,12.3996
3357,1,209974,32.9996
3357,2,37725,28.2392
3357,3,374145,27.7088
3357,4,155648,27.6403
3357,5,468741,27.6084
3357,6,524788,27.4475
3357,7,569642,26.7139
3357,8,248916,26.5748
3357,9,391988,26.4195
3357,10,190011,26.4031
1783,1,14609,17.2803
1783,2,156063,14.8748
1783,3,532259,14.3762
1783,4,306800,13.6861
1783,5,445298,13.4369
1783,6,72519,13.3453
1783,7,167660,13.1674
1783,8,421924,13.0171
1783,9,225666,12.9051
1783,10,270426,12.8713
6004,1,374797,34.0762
6004,2,336618,31.7668
6004,3,247738,30.8556
6004,4,13260,30.502
6004,5,354559,29.7602
6004,6,216065,29.2053
6004,7,480337,28.7159
6004,8,238075,28.7099
6004,9,116750,28.4211
6004,10,232261,28.3231
2923,1,46381,28.1844
2923,2,407313,27.0328
2923,3,481052,26.202
2923,4,521070,25.8688
2923,5,421803,25.2193
2923,6,323310,24.9956
2923,7,271472,24.8692
2923,8,161667,24.8517
2923,9,317934,24.6474
2923,10,367730,24.6165
5271,1,571295,34.1681
5271,2,5181,31.2016
5271,3,413024,29.6274
5271,4,582010,29.2396
5271,5,205088,28.739
5271,6,95189,28.717
5271,7,570095,28.6892
5271,8,308383,28.6144
5271,9,315235,28.4994
5271,10,18631,28.2931
2108,1,509075,30.492
2108,2,502781,30.0732
2108,3,9970,29.2536
2108,4,365851,29.2208
2108,5,373180,28.2878
2108,6,357113,28.0029
2108,7,338701,27.9668
2108,8,278678,27.8743
2108,9,272866,27.6531
2108,10,191643,26.4637
7590,1,427629,31.6003
7590,2,569834,28.5248
7590,3,400356,25.8444
7590,4,268731,25.0909
7590,5,222505,24.7126
7590,6,175927,24.6985
7590,7,42301,23.8651
7590,8,346474,23.8507
7590,9,517391,22.7997
7590,10,94689,22.5626
932,1,387010,48.5082
932,2,457455,44.485
932,3,326717,43.0007
932,4,385221,42.9934
932,5,588327,42.8581
932,6,84528,42.5545
932,7,187706,41.6872
932,8,240796,40.312
932,9,158136,40.1623
932,10,48722,39.6483
5981,1,286182,54.9958
5981,2,210439,49.2252
5981,3,80519,47.3099
5981,4,542557,46.3871
5981,5,245532,45.9669
5981,6,245117,45.9345
5981,7,265267,45.7783
5981,8,68269,45.5359
5981,9,115454,45.4697
5981,10,343917,44.8775
4837,1,84267,28.2204
4837,2,405695,26.0251
4837,3,204035,25.3078
4837,4,546190,25.1413
4837,5,886,24.078
4837,6,449131,24.0547
4837,7,47572,24.0328
4837,8,32749,23.8904
4837,9,581848,23.8547
4837,10,116420,23.7045
4415,1,501461,15.8345
4415,2,117578,15.186
4415,3,587636,14.9349
4415,4,35533,14.5261
4415,5,519596,14.4093
4415,6,44895,14.3266
4415,7,206580,14.2985
4415,8,90522,14.1695
4415,9,77036,14.0334
4415,10,216215,13.9306
1915,1,463595,33.3552
1915,2,151098,31.5654
1915,3,342694,31.4559
1915,4,318266,31.2939
1915,5,303851,31.2354
1915,6,381830,31.0261
1915,7,141111,30.7468
1915,8,464385,30.5942
1915,9,206544,30.2903
1915,10,78176,29.7849
8378,1,127702,32.6001
8378,2,584291,31.3332
8378,3,294573,31.1276
8378,4,466777,29.8964
8378,5,469100,28.6863
8378,6,521095,28.1559
8378,7,43497,28.009
8378,8,495568,27.776
8378,9,361345,27.7347
8378,10,567244,27.5294
2316,1,482343,29.1977
2316,2,250281,23.7106
2316,3,133540,22.8356
2316,4,16051,22.6068
2316,5,493576,22.5483
2316,6,116930,22.4794
2316,7,588134,21.9665
2316,8,154417,21.9511
2316,9,126565,21.8433
2316,10,29790,21.7409
8102,1,203638,43.6164
8102,2,171819,42.3076
8102,3,289801,39.7535
8102,4,314478,39.7395
8102,5,448659,39.4174
8102,6,11311,38.7676
8102,7,133373,38.3385
8102,8,546932,38.2969
8102,9,81353,37.5101
8102,10,19184,37.5083
3405,1,367562,30.5091
3405,2,198945,26.6945
3405,3,192083,25.3294
3405,4,575899,25.251
3405,5,493160,23.4732
3405,6,392313,20.8855
3405,7,506755,20.6348
3405,8,87386,20.572
3405,9,249904,20.1868
3405,10,441023,20.0528
7928,1,410404,45.6059
7928,2,271336,43.4281
7928,3,577062,42.1123
7928,4,319599,42.0368
7928,5,187155,41.2962
7928,6,397383,41.2669
7928,7,201736,41.2664
7928,8,484778,40.7862
7928,9,39927,40.3315
7928,10,206765,40.2339
603,1,310056,28.2376
603,2,95869,25.5772
603,3,91982,25.0943
603,4,64103,25.0622
603,5,86952,24.6841
603,6,376403,24.6684
603,7,198562,24.5987
603,8,373677,24.0567
603,9,374331,23.8558
603,10,368010,23.5808
1281,1,105158,33.659
1281,2,427024,33.0411
1281,3,72209,31.9005
1281,4,128861,29.5381
1281,5,318260,29.1846
1281,6,60590,28.3355
1281,7,435835,27.8543
1281,8,253735,27.6776
1281,9,69333,27.3126
1281,10,237331,26.2708
3830,1,13496,35.257
3830,2,44955,30.8791
3830,3,322838,30.0592
3830,4,123030,29.8418
3830,5,203889,28.233
3830,6,482367,27.6279
3830,7,205719,26.946
3830,8,217216,26.2345
3830,9,54952,25.3341
3830,10,47579,25.1363
3837,1,44578,60.7043
3837,2,345533,57.6463
3837,3,67741,57.0836
3837,4,569342,49.5096
3837,5,32671,48.0271
3837,6,410542,47.0413
3837,7,22856,46.9982
3837,8,266457,45.7438
3837,9,164513,45.713
3837,10,456526,41.8718
4447,1,286226,30.1758
4447,2,296420,28.9995
4447,3,419986,28.7785
4447,4,251146,26.3798
4447,5,253960,24.1721
4447,6,392885,23.9979
4447,7,553318,22.5924
4447,8,299850,22.4651
4447,9,175819,22.4569
4447,10,333931,21.9505
2376,1,519929,34.5768
2376,2,91545,33.6008
2376,3,244961,33.0069
2376,4,323063,31.9362
2376,5,517667,31.5124
2376,6,402249,30.6308
2376,7,114417,29.3
2376,8,75021,28.0388
2376,9,223626,27.9055
2376,10,265142,27.8315
4777,1,171631,37.4924
4777,2,482112,37.365
4777,3,308802,36.9338
4777,4,205217,35.0285
4777,5,197323,34.9262
4777,6,599358,34.7728
4777,7,426678,34.1765
4777,8,60088,34.1082
4777,9,302093,33.9699
4777,10,186071,33.922
5741,1,379546,25.9271
5741,2,64168,24.8334
5741,3,386803,22.9935
5741,4,167088,22.669
5741,5,276960,22.4159
5741,6,350497,21.961
5741,7,34752,21.92
5741,8,108719,21.7076
5741,9,398900,21.539
5741,10,85558,21.5306
2318,1,78632,30.1812
2318,2,343477,21.9856
2318,3,315571,21.7111
2318,4,411825,20.4248
2318,5,15553,20.1784
2318,6,412226,19.8187
2318,7,28758,18.7238
2318,8,364975,18.4973
2318,9,344838,17.6664
2318,10,286320,17.5768
620,1,535817,37.4784
620,2,329798,34.4143
620,3,378024,32.3291
620,4,354889,32.1998
620,5,440256,31.8664
620,6,457989,31.789
620,7,206140,31.7445
620,8,104492,31.6864
620,9,479663,31.512
620,10,546275,31.4551
8271,1,376709,25.2643
8271,2,260756,18.3359
8271,3,508055,15.58
8271,4,503596,15.4949
8271,5,538898,15.4321
8271,6,506298,15.1631
8271,7,211026,14.8913
8271,8,468178,14.8663
8271,9,498437,14.6526
8271,10,402523,14.6347
4865,1,47738,35.7777
4865,2,409777,31.8858
4865,3,126675,31.4576
4865,4,392858,31.1623
4865,5,319606,30.6731
4865,6,422476,30.6695
4865,7,291214,29.705
4865,8,155880,29.5026
4865,9,106665,29.3116
4865,10,347010,28.9512
864,1,203446,32.375
864,2,329774,31.1428
864,3,472924,29.3533
864,4,24890,28.0728
864,5,224438,26.1334
864,6,30142,25.8014
864,7,112728,25.7561
864,8,71569,24.6952
864,9,333616,23.9797
864,10,503117,23.4242
5888,1,336792,32.0422
5888,2,213242,31.7245
5888,3,490529,29.2201
5888,4,533589,26.9819
5888,5,543776,26.4157
5888,6,373271,25.3391
5888,7,343961,24.9864
5888,8,417785,24.9794
5888,9,117602,24.8084
5888,10,106448,24.6571
2568,1,258247,21.8404
2568,2,166314,20.5489
2568,3,260159,19.9932
2568,4,264586,19.3731
2568,5,278671,19.0463
2568,6,60261,18.6822
2568,7,453301,18.562
2568,8,102735,18.0418
2568,9,346042,17.9826
2568,10,351312,17.5294
5150,1,493638,45.3841
5150,2,299840,42.9648
5150,3,48404,42.2352
5150,4,34108,41.802
5150,5,236194,41.7984
5150,6,585661,40.1597
5150,7,20261,39.3064
5150,8,495751,39.227
5150,9,355592,38.2559
5150,10,323310,38.1062
7124,1,414940,29.9362
7124,2,558617,29.7647
7124,3,487074,29.3778
7124,4,533140,28.621
7124,5,506618,28.0193
7124,6,251100,27.7403
7124,7,278582,27.2672
7124,8,59249,27.2268
7124,9,71204,27.2026
7124,10,427726,26.8587
2857,1,474575,26.0248
2857,2,553277,24.7727
2857,3,198298,24.7206
2857,4,207368,24.5555
2857,5,516818,23.9245
2857,6,117451,23.8538
2857,7,279352,23.796
2857,8,294065,23.7019
2857,9,251843,23.6595
2857,10,245728,23.3701
8539,1,150475,38.7252
8539,2,469599,37.3054
8539,3,304398,37.2999
8539,4,67415,36.9946
8539,5,293679,36.9119
8539,6,283074,36.4342
8539,7,391861,36.3138
8539,8,40865,36.2116
8539,9,244641,35.6423
8539,10,186575,35.5614
6896,1,169240,23.0049
6896,2,366560,21.4831
6896,3,553253,20.0074
6896,4,378594,19.972
6896,5,564129,19.6453
6896,6,272028,19.0762
6896,7,343219,18.531
6896,8,526661,18.3506
6896,9,337993,18.3098
6896,10,216827,18.1837
1085,1,372039,21.9326
1085,2,242013,20.0691
1085,3,422484,18.4648
1085,4,574122,17.8451
1085,5,201447,16.7613
1085,6,453549,16.5193
1085,7,250722,16.4292
1085,8,539859,16.4232
1085,9,421379,16.3021
1085,10,93573,16.2298
5422,1,463713,46.086
5422,2,193555,39.2898
5422,3,241423,35.5297
5422,4,339928,34.1488
5422,5,536394,33.5301
5422,6,496429,33.1968
5422,7,185047,32.1913
5422,8,61384,31.6213
5422,9,379546,31.2894
5422,10,288663,31.1925
8247,1,437907,18.4487
8247,2,54947,17.3117
8247,3,243931,16.4209
8247,4,586010,16.2747
8247,5,350082,15.5611
8247,6,528880,15.2074
8247,7,244813,15.1858
8247,8,270992,15.1474
8247,9,473658,15.1231
8247,10,536282,14.8467
4946,1,121690,18.5632
4946,2,33628,14.4932
4946,3,431459,14.4075
4946,4,272166,13.2465
4946,5,533075,12.3059
4946,6,296814,12.2988
4946,7,71601,12.1852
4946,8,183959,11.9103
4946,9,156816,11.7564
4946,10,384583,11.755
10482,1,525089,32.3976
10482,2,98704,28.0096
10482,3,252677,27.201
10482,4,447567,26.423
10482,5,541054,26.3264
10482,6,57293,26.2345
10482,7,544070,26.0008
10482,8,464264,25.9886
10482,9,330023,25.9478
10482,10,384893,25.1607
4571,1,213824,50.3237
4571,2,5064,45.8418
4571,3,519314,39.929
4571,4,331253,39.8404
4571,5,202472,38.4974
4571,6,103610,37.9341
4571,7,282392,37.6742
4571,8,44768,37.5359
4571,9,160931,37.197
4571,10,69171,36.9063
8789,1,87349,50.753
8789,2,41912,43.7442
8789,3,328341,41.2418
8789,4,339854,40.2234
8789,5,58290,39.8128
8789,6,341293,37.9799
8789,7,200928,35.9789
8789,8,14870,35.5685
8789,9,580512,35.4561
8789,10,11032,35.4279
8034,1,76330,40.6483
8034,2,322725,38.852
8034,3,282376,38.6134
8034,4,518932,38.4681
8034,5,452736,38.2711
8034,6,368348,37.9401
8034,7,284075,37.7248
8034,8,91504,37.3911
8034,9,233226,37.3659
8034,10,510268,36.8761
4600,1,392885,27.6409
4600,2,89181,26.5998
4600,3,260984,25.5121
4600,4,590364,25.4546
4600,5,388391,25.2807
4600,6,71861,25.2693
4600,7,342485,25.1058
4600,8,577578,25.0307
4600,9,285064,24.8057
4600,10,133093,24.6458
2423,1,529444,19.8501
2423,2,598332,18.596
2423,3,283635,18.1704
2423,4,143591,18.1104
2423,5,417787,17.7378
2423,6,383102,17.5548
2423,7,234846,17.3522
2423,8,235855,17.3199
2423,9,115802,17.3133
2423,10,80844,17.2043
8475,1,494655,29.7499
8475,2,104793,29.2666
8475,3,262322,28.2236
8475,4,538238,27.8235
8475,5,437427,26.7007
8475,6,332152,26.5685
8475,7,410675,26.3696
8475,8,168890,26.2932
8475,9,525426,25.5164
8475,10,291578,25.4082
4523,1,252942,31.4611
4523,2,348313,28.4471
4523,3,420792,27.9743
4523,4,61936,27.7171
4523,5,336550,27.3784
4523,6,336144,26.9555
4523,7,192669,26.8104
4523,8,41627,26.6988
4523,9,87608,26.5376
4523,10,521847,26.3646
8513,1,321205,18.1106
8513,2,363178,17.3229
8513,3,462135,16.942
8513,4,203873,16.7776
8513,5,33441,15.0176
8513,6,69790,14.8387
8513,7,505136,14.7355
8513,8,84334,14.5039
8513,9,572622,14.4462
8513,10,66088,14.1155
1198,1,89611,43.1642
1198,2,56718,42.8406
1198,3,152595,36.9041
1198,4,297241,35.1585
1198,5,231990,34.3041
1198,6,470898,34.1902
1198,7,42814,33.9684
1198,8,251273,33.9367
1198,9,268294,33.6184
1198,10,336917,33.6175
9291,1,88823,58.886
9291,2,138383,57.3903
9291,3,266457,55.6691
9291,4,236006,55.0666
9291,5,179737,54.4223
9291,6,454224,54.382
9291,7,569342,53.7174
9291,8,106611,51.8775
9291,9,17208,51.1686
9291,10,404800,49.9043
8532,1,560245,15.0072
8532,2,457968,14.2171
8532,3,504658,14.1355
8532,4,177559,14.1062
8532,5,254279,14.0161
8532,6,44101,13.832
8532,7,2959,13.6342
8532,8,224714,13.6297
8532,9,120358,13.4239
8532,10,245931,13.3644
1824,1,88124,42.8391
1824,2,43217,42.4129
1824,3,195207,41.7677
1824,4,357938,40.1049
1824,5,310103,38.764
1824,6,1873,38.3402
1824,7,344928,38.2352
1824,8,174196,37.8035
1824,9,391463,37.75
1824,10,97083,37.6385
5054,1,250844,17.8457
5054,2,564007,17.4739
5054,3,34451,17.4579
5054,4,52438,16.898
5054,5,344596,16.5883
5054,6,588481,16.5245
5054,7,349475,16.2032
5054,8,226547,16.1426
5054,9,216915,16.0521
5054,10,252017,15.6736
1159,1,55064,44.7458
1159,2,205946,44.2911
1159,3,460648,44.2704
1159,4,588211,43.9958
1159,5,560928,43.9604
1159,6,423625,43.8791
1159,7,431583,43.3061
1159,8,367360,43.0286
1159,9,583040,43.0168
1159,10,144948,42.9465
4920,1,338782,49.3872
4920,2,84870,47.0517
4920,3,277217,46.2276
4920,4,228341,45.3854
4920,5,82294,42.314
4920,6,344783,42.1313
4920,7,365189,41.3008
4920,8,411888,40.8775
4920,9,168006,40.8621
4920,10,528316,40.5368
68,1,300510,22.539
68,2,354716,21.7616
68,3,160612,21.705
68,4,192516,20.5896
68,5,259227,20.1167
68,6,562777,19.777
68,7,115884,19.6702
68,8,165645,19.5901
68,9,447231,19.4852
68,10,110577,19.0756
7269,1,37306,25.2249
7269,2,308991,25.084
7269,3,473644,24.1516
7269,4,85074,22.5908
7269,5,239484,22.3788
7269,6,343586,22.2105
7269,7,232311,20.8648
7269,8,52741,20.7367
7269,9,454102,20.56
7269,10,151554,20.5267
750,1,419768,45.9956
750,2,312493,40.1295
750,3,293920,32.1333
750,4,103590,31.9622
750,5,175951,31.6039
750,6,252237,31.4868
750,7,156499,31.2782
750,8,594652,31.0597
750,9,39125,30.973
750,10,338563,30.6388
9701,1,473883,29.5366
9701,2,592612,23.3048
9701,3,408865,23.255
9701,4,390959,21.937
9701,5,422609,21.9247
9701,6,353224,21.9066
9701,7,31663,21.7951
9701,8,490423,21.7242
9701,9,361884,21.7095
9701,10,509464,21.6815
6199,1,47163,22.884
6199,2,96211,20.1331
6199,3,249831,19.9118
6199,4,293897,19.9005
6199,5,317552,19.6395
6199,6,36659,19.6355
6199,7,594051,19.6255
6199,8,97894,19.3282
6199,9,497666,19.3086
6199,10,36880,19.1722
9126,1,334473,22.284
9126,2,581672,17.5776
9126,3,477588,16.8005
9126,4,228810,15.6214
9126,5,166227,15.6049
9126,6,362473,15.5359
9126,7,292045,15.494
9126,8,575408,14.6922
9126,9,244754,13.8261
9126,10,271109,13.4515
34,1,231449,14.9415
34,2,232049,13.5222
34,3,494783,13.4125
34,4,262322,12.8999
34,5,154839,11.9835
34,6,536703,11.9194
34,7,9640,11.8557
34,8,174335,11.5591
34,9,383029,11.4776
34,10,64459,11.2161
4011,1,403450,20.1846
4011,2,562784,19.3924
4011,3,571487,18.7728
4011,4,410453,18.4438
4011,5,576951,18.3625
4011,6,408327,18.3072
4011,7,30394,18.2422
4011,8,528077,18.1263
4011,9,548626,18.0725
4011,10,30800,18.0357
4700,1,345137,40.234
4700,2,85214,36.6003
4700,3,361448,36.537
4700,4,23949,36.0894
4700,5,120283,35.0006
4700,6,71036,34.9252
4700,7,566234,34.5527
4700,8,32867,34.1947
4700,9,129177,34.1804
4700,10,200268,34.1574
6395,1,194730,17.8707
6395,2,576976,17.7287
6395,3,285605,17.7182
6395,4,467463,17.3991
6395,5,182272,16.1517
6395,6,135474,15.796
6395,7,154989,15.7803
6395,8,30631,15.4846
6395,9,8177,15.322
6395,10,276314,15.2947
852,1,431735,31.2239
852,2,237450,28.7813
852,3,245702,27.9453
852,4,246996,23.7571
852,5,531288,23.2126
852,6,116647,22.7271
852,7,573612,22.1851
852,8,159137,19.9975
852,9,464277,19.7049
852,10,468717,18.9938
9115,1,501214,44.3202
9115,2,154665,39.0182
9115,3,422467,37.2682
9115,4,97402,37.2624
9115,5,218695,37.0269
9115,6,557877,36.8698
9115,7,358586,36.8234
9115,8,272137,36.6253
9115,9,89602,36.5956
9115,10,27236,36.5269
1297,1,433993,32.8826
1297,2,28135,31.3004
1297,3,198043,30.865
1297,4,173212,27.9806
1297,5,563033,27.9141
1297,6,451897,27.3936
1297,7,120981,27.0559
1297,8,117975,26.9144
1297,9,222954,26.3767
1297,10,375962,26.2341
5085,1,97842,22.4467
5085,2,180733,22.2641
5085,3,193717,22.25
5085,4,244749,21.848
5085,5,59394,21.1376
5085,6,396180,20.3921
5085,7,226850,20.3042
5085,8,65235,20.2094
5085,9,78183,20.1138
5085,10,102436,20.0609
4767,1,420018,23.0012
4767,2,306834,21.8589
4767,3,388899,20.5378
4767,4,408932,19.9807
4767,5,536059,19.9022
4767,6,484979,19.8821
4767,7,59372,19.1151
4767,8,311446,18.992
4767,9,256803,18.4551
4767,10,179960,18.3201
2593,1,457135,54.2872
2593,2,175522,53.826
2593,3,231614,53.5427
2593,4,205196,51.8429
2593,5,476923,51.5862
2593,6,597571,49.709
2593,7,170209,49.2225
2593,8,443134,49.1334
2593,9,469515,48.5253
2593,10,571295,48.3877
2724,1,162916,38.116
2724,2,39407,35.9055
2724,3,315748,34.6971
2724,4,491472,32.9201
2724,5,475457,31.7535
2724,6,512947,31.7098
2724,7,76285,31.2459
2724,8,7208,30.9486
2724,9,77016,30.8965
2724,10,42427,30.7853
11088,1,104504,32.3629
11088,2,209846,31.7927
11088,3,461688,30.4024
11088,4,402406,29.5344
11088,5,2702,29.3182
11088,6,580581,29.2275
11088,7,387126,28.7201
11088,8,384696,28.5149
11088,9,513973,28.1761
11088,10,1506,28.1638
18,1,377152,22.9048
18,2,348480,20.0666
18,3,203820,18.8936
18,4,431685,18.7094
18,5,397510,18.4897
18,6,331248,18.3167
18,7,504317,17.5318
18,8,74688,16.6256
18,9,117427,16.4992
18,10,88124,16.3721
109,1,563812,36.2896
109,2,549437,36.1831
109,3,73427,36.1765
109,4,77178,35.4705
109,5,137572,35.1183
109,6,329270,34.6958
109,7,72426,34.6807
109,8,586772,34.2873
109,9,174196,34.1497
109,10,367754,34.0243
8351,1,433069,33.0586
8351,2,596567,32.7737
8351,3,45674,32.7614
8351,4,543811,32.4468
